hospital_id,datetime_hour,er_occupancy,staffing_level,avg_wait_time_last_hour,patients_left_without_being_seen_last_hour
H01,2024-03-07 00:00,21,18.0,56,0
H01,2024-03-07 01:00,19,11.0,63,1
H01,2024-03-07 02:00,39,23.0,48,0
H01,2024-03-07 03:00,49,17.0,91,0
H01,2024-03-07 04:00,38,18.0,107,0
H01,2024-03-07 05:00,48,17.0,35,1
H01,2024-03-07 06:00,46,21.0,82,0
H01,2024-03-07 07:00,27,22.0,72,2
H01,2024-03-07 08:00,55,21.0,53,1
H01,2024-03-07 09:00,33,7.0,55,0
H01,2024-03-07 10:00,14,17.0,69,1
H01,2024-03-07 11:00,53,19.0,57,1
H01,2024-03-07 12:00,37,12.0,102,0
H01,2024-03-07 13:00,32,16.0,20,1
H01,2024-03-07 14:00,25,22.0,50,2
H01,2024-03-07 15:00,14,24.0,38,1
H01,2024-03-07 16:00,6,12.0,65,2
H01,2024-03-07 17:00,5,22.0,26,1
H01,2024-03-07 18:00,45,6.0,89,1
H01,2024-03-07 19:00,22,7.0,64,1
H01,2024-03-07 20:00,12,24.0,26,0
H01,2024-03-07 21:00,37,16.0,60,1
H01,2024-03-07 22:00,14,10.0,96,1
H01,2024-03-07 23:00,54,,94,2
H01,2024-03-08 00:00,43,,24,2
H01,2024-03-08 01:00,53,13.0,37,1
H01,2024-03-08 02:00,48,16.0,73,0
H01,2024-03-08 03:00,20,15.0,46,0
H01,2024-03-08 04:00,5,16.0,47,1
H01,2024-03-08 05:00,59,12.0,30,1
H01,2024-03-08 06:00,28,20.0,94,1
H01,2024-03-08 07:00,6,22.0,88,1
H01,2024-03-08 08:00,10,24.0,57,2
H01,2024-03-08 09:00,9,14.0,92,2
H01,2024-03-08 10:00,40,19.0,109,0
H01,2024-03-08 11:00,51,19.0,63,0
H01,2024-03-08 12:00,58,15.0,118,2
H01,2024-03-08 13:00,52,9.0,100,1
H01,2024-03-08 14:00,53,5.0,106,1
H01,2024-03-08 15:00,9,14.0,79,1
H01,2024-03-08 16:00,36,10.0,50,0
H01,2024-03-08 17:00,59,15.0,65,1
H01,2024-03-08 18:00,40,14.0,42,1
H01,2024-03-08 19:00,38,22.0,80,1
H01,2024-03-08 20:00,24,23.0,104,1
H01,2024-03-08 21:00,16,9.0,105,0
H01,2024-03-08 22:00,26,8.0,35,1
H01,2024-03-08 23:00,55,22.0,46,1
H01,2024-03-09 00:00,38,5.0,97,1
H01,2024-03-09 01:00,50,9.0,71,2
H01,2024-03-09 02:00,30,16.0,21,1
H01,2024-03-09 03:00,26,17.0,59,2
H01,2024-03-09 04:00,41,14.0,85,2
H01,2024-03-09 05:00,42,13.0,109,0
H01,2024-03-09 06:00,44,11.0,31,2
H01,2024-03-09 07:00,15,8.0,67,1
H01,2024-03-09 08:00,18,5.0,100,1
H01,2024-03-09 09:00,55,18.0,21,0
H01,2024-03-09 10:00,13,8.0,57,1
H01,2024-03-09 11:00,21,22.0,64,0
H01,2024-03-09 12:00,21,22.0,105,2
H01,2024-03-09 13:00,58,8.0,55,1
H01,2024-03-09 14:00,20,13.0,60,2
H01,2024-03-09 15:00,58,13.0,93,2
H01,2024-03-09 16:00,36,15.0,108,2
H01,2024-03-09 17:00,34,17.0,35,2
H01,2024-03-09 18:00,14,17.0,41,0
H01,2024-03-09 19:00,35,6.0,99,0
H01,2024-03-09 20:00,47,22.0,99,2
H01,2024-03-09 21:00,42,5.0,93,2
H01,2024-03-09 22:00,32,14.0,65,2
H01,2024-03-09 23:00,48,22.0,59,0
H01,2024-03-10 00:00,51,16.0,47,2
H01,2024-03-10 01:00,58,18.0,69,0
H01,2024-03-10 02:00,44,5.0,117,0
H01,2024-03-10 03:00,22,18.0,88,1
H01,2024-03-10 04:00,43,15.0,38,0
H01,2024-03-10 05:00,15,21.0,47,1
H01,2024-03-10 06:00,14,24.0,113,1
H01,2024-03-10 07:00,24,5.0,116,2
H01,2024-03-10 08:00,14,5.0,27,2
H01,2024-03-10 09:00,46,19.0,32,2
H01,2024-03-10 10:00,24,20.0,55,0
H01,2024-03-10 11:00,37,20.0,76,1
H01,2024-03-10 12:00,26,10.0,22,0
H01,2024-03-10 13:00,28,24.0,88,0
H01,2024-03-10 14:00,13,24.0,71,2
H01,2024-03-10 15:00,15,8.0,80,0
H01,2024-03-10 16:00,22,7.0,67,1
H01,2024-03-10 17:00,28,20.0,104,1
H01,2024-03-10 18:00,11,16.0,91,1
H01,2024-03-10 19:00,9,7.0,116,1
H01,2024-03-10 20:00,40,18.0,32,1
H01,2024-03-10 21:00,15,15.0,86,2
H01,2024-03-10 22:00,26,21.0,79,1
H01,2024-03-10 23:00,35,9.0,90,1
H01,2024-03-11 00:00,7,23.0,90,1
H01,2024-03-11 01:00,42,18.0,117,0
H01,2024-03-11 02:00,7,13.0,59,0
H01,2024-03-11 03:00,43,7.0,60,0
H01,2024-03-11 04:00,27,5.0,45,1
H01,2024-03-11 05:00,9,11.0,91,0
H01,2024-03-11 06:00,14,,80,1
H01,2024-03-11 07:00,58,22.0,98,2
H01,2024-03-11 08:00,24,16.0,98,2
H01,2024-03-11 09:00,53,16.0,40,0
H01,2024-03-11 10:00,47,23.0,72,0
H01,2024-03-11 11:00,9,9.0,63,0
H01,2024-03-11 12:00,46,23.0,42,1
H01,2024-03-11 13:00,26,22.0,91,2
H01,2024-03-11 14:00,50,10.0,48,1
H01,2024-03-11 15:00,43,17.0,64,1
H01,2024-03-11 16:00,18,5.0,83,2
H01,2024-03-11 17:00,42,15.0,38,1
H01,2024-03-11 18:00,53,7.0,42,1
H01,2024-03-11 19:00,54,16.0,115,1
H01,2024-03-11 20:00,59,10.0,111,2
H01,2024-03-11 21:00,16,21.0,33,0
H01,2024-03-11 22:00,21,18.0,44,1
H01,2024-03-11 23:00,29,8.0,28,0
H01,2024-03-12 00:00,53,7.0,77,2
H01,2024-03-12 01:00,32,9.0,57,0
H01,2024-03-12 02:00,16,,41,1
H01,2024-03-12 03:00,7,21.0,88,0
H01,2024-03-12 04:00,54,23.0,40,0
H01,2024-03-12 05:00,57,5.0,30,0
H01,2024-03-12 06:00,42,21.0,82,1
H01,2024-03-12 07:00,10,23.0,60,2
H01,2024-03-12 08:00,35,12.0,64,2
H01,2024-03-12 09:00,54,5.0,46,2
H01,2024-03-12 10:00,23,21.0,20,2
H01,2024-03-12 11:00,21,21.0,36,1
H01,2024-03-12 12:00,31,23.0,95,0
H01,2024-03-12 13:00,5,8.0,92,2
H01,2024-03-12 14:00,25,6.0,64,0
H01,2024-03-12 15:00,5,9.0,102,2
H01,2024-03-12 16:00,24,13.0,28,2
H01,2024-03-12 17:00,20,9.0,35,0
H01,2024-03-12 18:00,25,11.0,71,1
H01,2024-03-12 19:00,10,9.0,71,1
H01,2024-03-12 20:00,14,7.0,28,0
H01,2024-03-12 21:00,58,6.0,88,2
H01,2024-03-12 22:00,55,20.0,118,2
H01,2024-03-12 23:00,25,5.0,71,1
H01,2024-03-13 00:00,29,9.0,35,2
H01,2024-03-13 01:00,14,16.0,56,1
H01,2024-03-13 02:00,34,19.0,26,0
H01,2024-03-13 03:00,55,17.0,37,1
H01,2024-03-13 04:00,59,8.0,106,1
H01,2024-03-13 05:00,15,14.0,48,0
H01,2024-03-13 06:00,19,22.0,43,0
H01,2024-03-13 07:00,39,17.0,43,2
H01,2024-03-13 08:00,57,18.0,111,1
H01,2024-03-13 09:00,41,23.0,27,1
H01,2024-03-13 10:00,25,18.0,73,1
H01,2024-03-13 11:00,18,11.0,37,0
H01,2024-03-13 12:00,56,7.0,94,1
H01,2024-03-13 13:00,49,24.0,67,0
H01,2024-03-13 14:00,59,18.0,24,2
H01,2024-03-13 15:00,9,6.0,119,1
H01,2024-03-13 16:00,24,19.0,43,2
H01,2024-03-13 17:00,58,21.0,39,0
H01,2024-03-13 18:00,5,22.0,52,1
H01,2024-03-13 19:00,56,23.0,27,1
H01,2024-03-13 20:00,45,15.0,102,2
H01,2024-03-13 21:00,8,18.0,117,1
H01,2024-03-13 22:00,45,8.0,101,2
H01,2024-03-13 23:00,54,14.0,40,0
H01,2024-03-14 00:00,47,24.0,84,0
H01,2024-03-14 01:00,8,7.0,50,1
H01,2024-03-14 02:00,33,13.0,64,2
H01,2024-03-14 03:00,6,13.0,22,2
H01,2024-03-14 04:00,22,15.0,44,0
H01,2024-03-14 05:00,10,,68,2
H01,2024-03-14 06:00,53,14.0,110,0
H01,2024-03-14 07:00,23,22.0,49,0
H01,2024-03-14 08:00,49,6.0,41,2
H01,2024-03-14 09:00,10,14.0,106,2
H01,2024-03-14 10:00,49,23.0,54,2
H01,2024-03-14 11:00,13,,36,0
H01,2024-03-14 12:00,25,16.0,46,2
H01,2024-03-14 13:00,22,20.0,62,1
H01,2024-03-14 14:00,50,17.0,59,1
H01,2024-03-14 15:00,28,10.0,23,1
H01,2024-03-14 16:00,6,19.0,46,1
H01,2024-03-14 17:00,56,17.0,34,2
H01,2024-03-14 18:00,17,24.0,74,0
H01,2024-03-14 19:00,11,16.0,52,0
H01,2024-03-14 20:00,33,8.0,33,0
H01,2024-03-14 21:00,9,,44,1
H01,2024-03-14 22:00,43,10.0,46,2
H01,2024-03-14 23:00,14,20.0,21,1
H01,2024-03-15 00:00,30,16.0,31,1
H01,2024-03-15 01:00,28,23.0,75,2
H01,2024-03-15 02:00,40,23.0,51,2
H01,2024-03-15 03:00,40,24.0,83,1
H01,2024-03-15 04:00,48,24.0,114,0
H01,2024-03-15 05:00,11,9.0,70,0
H01,2024-03-15 06:00,46,16.0,42,2
H01,2024-03-15 07:00,22,19.0,98,1
H01,2024-03-15 08:00,27,14.0,46,0
H01,2024-03-15 09:00,37,10.0,106,2
H01,2024-03-15 10:00,55,18.0,23,1
H01,2024-03-15 11:00,23,22.0,74,1
H01,2024-03-15 12:00,42,10.0,49,1
H01,2024-03-15 13:00,50,6.0,84,0
H01,2024-03-15 14:00,8,7.0,50,2
H01,2024-03-15 15:00,26,20.0,115,1
H01,2024-03-15 16:00,32,21.0,46,2
H01,2024-03-15 17:00,11,13.0,95,0
H01,2024-03-15 18:00,46,22.0,32,1
H01,2024-03-15 19:00,15,5.0,109,1
H01,2024-03-15 20:00,56,10.0,52,0
H01,2024-03-15 21:00,33,9.0,58,2
H01,2024-03-15 22:00,34,21.0,21,2
H01,2024-03-15 23:00,45,14.0,97,0
H01,2024-03-16 00:00,7,9.0,106,0
H01,2024-03-16 01:00,36,24.0,94,0
H01,2024-03-16 02:00,31,22.0,105,2
H01,2024-03-16 03:00,33,11.0,116,2
H01,2024-03-16 04:00,56,24.0,59,0
H01,2024-03-16 05:00,15,18.0,79,1
H01,2024-03-16 06:00,9,18.0,36,0
H01,2024-03-16 07:00,31,14.0,100,1
H01,2024-03-16 08:00,57,18.0,103,2
H01,2024-03-16 09:00,22,15.0,59,1
H01,2024-03-16 10:00,51,12.0,115,1
H01,2024-03-16 11:00,9,7.0,97,2
H01,2024-03-16 12:00,7,22.0,111,0
H01,2024-03-16 13:00,44,6.0,91,2
H01,2024-03-16 14:00,24,8.0,56,0
H01,2024-03-16 15:00,15,24.0,42,1
H01,2024-03-16 16:00,28,8.0,77,0
H01,2024-03-16 17:00,15,6.0,34,2
H01,2024-03-16 18:00,32,18.0,55,2
H01,2024-03-16 19:00,43,9.0,27,1
H01,2024-03-16 20:00,7,15.0,116,0
H01,2024-03-16 21:00,41,16.0,98,2
H01,2024-03-16 22:00,54,12.0,89,0
H01,2024-03-16 23:00,11,22.0,119,2
H01,2024-03-17 00:00,7,12.0,89,0
H01,2024-03-17 01:00,36,17.0,99,0
H01,2024-03-17 02:00,26,6.0,40,1
H01,2024-03-17 03:00,52,8.0,21,2
H01,2024-03-17 04:00,54,5.0,108,1
H01,2024-03-17 05:00,46,21.0,73,2
H01,2024-03-17 06:00,24,24.0,67,1
H01,2024-03-17 07:00,30,23.0,110,2
H01,2024-03-17 08:00,45,16.0,114,1
H01,2024-03-17 09:00,41,8.0,113,1
H01,2024-03-17 10:00,51,22.0,116,2
H01,2024-03-17 11:00,39,18.0,114,2
H01,2024-03-17 12:00,11,13.0,76,2
H01,2024-03-17 13:00,35,24.0,108,1
H01,2024-03-17 14:00,43,18.0,77,1
H01,2024-03-17 15:00,24,9.0,56,0
H01,2024-03-17 16:00,8,19.0,116,1
H01,2024-03-17 17:00,46,10.0,74,0
H01,2024-03-17 18:00,5,17.0,89,0
H01,2024-03-17 19:00,16,5.0,64,2
H01,2024-03-17 20:00,44,22.0,92,1
H01,2024-03-17 21:00,23,22.0,67,0
H01,2024-03-17 22:00,7,21.0,110,1
H01,2024-03-17 23:00,19,18.0,112,1
H01,2024-03-18 00:00,56,19.0,106,1
H01,2024-03-18 01:00,23,8.0,83,1
H01,2024-03-18 02:00,58,21.0,107,1
H01,2024-03-18 03:00,57,18.0,106,2
H01,2024-03-18 04:00,57,13.0,90,1
H01,2024-03-18 05:00,21,10.0,113,2
H01,2024-03-18 06:00,44,21.0,86,1
H01,2024-03-18 07:00,47,18.0,46,1
H01,2024-03-18 08:00,43,6.0,50,0
H01,2024-03-18 09:00,57,24.0,108,2
H01,2024-03-18 10:00,48,18.0,71,0
H01,2024-03-18 11:00,51,13.0,100,1
H01,2024-03-18 12:00,34,20.0,101,0
H01,2024-03-18 13:00,30,8.0,27,0
H01,2024-03-18 14:00,7,6.0,83,2
H01,2024-03-18 15:00,33,24.0,68,0
H01,2024-03-18 16:00,12,24.0,83,1
H01,2024-03-18 17:00,54,8.0,30,1
H01,2024-03-18 18:00,56,7.0,82,1
H01,2024-03-18 19:00,41,5.0,30,2
H01,2024-03-18 20:00,56,6.0,29,0
H01,2024-03-18 21:00,30,18.0,31,2
H01,2024-03-18 22:00,41,5.0,37,1
H01,2024-03-18 23:00,8,18.0,59,0
H01,2024-03-19 00:00,45,19.0,117,2
H01,2024-03-19 01:00,59,22.0,77,1
H01,2024-03-19 02:00,54,11.0,55,2
H01,2024-03-19 03:00,34,,114,0
H01,2024-03-19 04:00,18,11.0,69,1
H01,2024-03-19 05:00,58,14.0,106,0
H01,2024-03-19 06:00,5,17.0,70,0
H01,2024-03-19 07:00,50,6.0,48,1
H01,2024-03-19 08:00,25,5.0,61,0
H01,2024-03-19 09:00,21,13.0,76,0
H01,2024-03-19 10:00,11,24.0,70,2
H01,2024-03-19 11:00,29,23.0,60,2
H01,2024-03-19 12:00,53,5.0,43,2
H01,2024-03-19 13:00,48,19.0,22,2
H01,2024-03-19 14:00,19,14.0,23,0
H01,2024-03-19 15:00,26,22.0,41,2
H01,2024-03-19 16:00,34,22.0,31,2
H01,2024-03-19 17:00,43,19.0,81,0
H01,2024-03-19 18:00,47,24.0,20,0
H01,2024-03-19 19:00,30,14.0,66,2
H01,2024-03-19 20:00,31,23.0,62,1
H01,2024-03-19 21:00,5,13.0,117,2
H01,2024-03-19 22:00,49,5.0,74,2
H01,2024-03-19 23:00,48,24.0,104,1
H01,2024-03-20 00:00,58,22.0,43,2
H01,2024-03-20 01:00,25,20.0,46,2
H01,2024-03-20 02:00,33,18.0,110,2
H01,2024-03-20 03:00,18,15.0,118,1
H01,2024-03-20 04:00,31,22.0,34,2
H01,2024-03-20 05:00,9,17.0,48,0
H01,2024-03-20 06:00,28,,119,0
H01,2024-03-20 07:00,38,13.0,20,0
H01,2024-03-20 08:00,8,13.0,106,1
H01,2024-03-20 09:00,27,12.0,74,1
H01,2024-03-20 10:00,24,22.0,114,0
H01,2024-03-20 11:00,37,6.0,80,1
H01,2024-03-20 12:00,45,10.0,61,2
H01,2024-03-20 13:00,48,19.0,37,2
H01,2024-03-20 14:00,36,19.0,48,0
H01,2024-03-20 15:00,59,15.0,82,0
H01,2024-03-20 16:00,38,8.0,34,0
H01,2024-03-20 17:00,16,13.0,105,2
H01,2024-03-20 18:00,6,18.0,38,1
H01,2024-03-20 19:00,19,16.0,20,0
H01,2024-03-20 20:00,16,11.0,46,2
H01,2024-03-20 21:00,54,8.0,98,1
H01,2024-03-20 22:00,56,21.0,78,0
H01,2024-03-20 23:00,35,9.0,89,1
H01,2024-03-21 00:00,47,20.0,47,2
H01,2024-03-21 01:00,25,22.0,27,0
H01,2024-03-21 02:00,51,15.0,88,0
H01,2024-03-21 03:00,47,19.0,71,2
H01,2024-03-21 04:00,13,17.0,102,0
H01,2024-03-21 05:00,10,18.0,81,2
H01,2024-03-21 06:00,43,7.0,68,2
H01,2024-03-21 07:00,29,7.0,45,2
H01,2024-03-21 08:00,55,14.0,79,0
H01,2024-03-21 09:00,31,24.0,39,2
H01,2024-03-21 10:00,25,22.0,76,2
H01,2024-03-21 11:00,37,15.0,45,0
H01,2024-03-21 12:00,22,9.0,60,2
H01,2024-03-21 13:00,26,22.0,119,2
H01,2024-03-21 14:00,50,5.0,91,1
H01,2024-03-21 15:00,12,19.0,26,1
H01,2024-03-21 16:00,40,24.0,109,1
H01,2024-03-21 17:00,55,7.0,59,2
H01,2024-03-21 18:00,8,13.0,26,1
H01,2024-03-21 19:00,24,5.0,51,1
H01,2024-03-21 20:00,23,9.0,61,2
H01,2024-03-21 21:00,53,16.0,108,1
H01,2024-03-21 22:00,16,24.0,71,1
H01,2024-03-21 23:00,10,6.0,72,1
H01,2024-03-22 00:00,37,17.0,111,1
H01,2024-03-22 01:00,35,12.0,21,1
H01,2024-03-22 02:00,28,16.0,108,1
H01,2024-03-22 03:00,15,15.0,108,2
H01,2024-03-22 04:00,51,11.0,63,0
H01,2024-03-22 05:00,27,10.0,101,2
H01,2024-03-22 06:00,36,7.0,108,1
H01,2024-03-22 07:00,34,12.0,71,2
H01,2024-03-22 08:00,28,16.0,62,2
H01,2024-03-22 09:00,51,22.0,104,1
H01,2024-03-22 10:00,23,15.0,73,1
H01,2024-03-22 11:00,53,17.0,38,0
H01,2024-03-22 12:00,31,,73,1
H01,2024-03-22 13:00,24,22.0,57,2
H01,2024-03-22 14:00,52,,37,0
H01,2024-03-22 15:00,37,21.0,32,0
H01,2024-03-22 16:00,35,20.0,59,1
H01,2024-03-22 17:00,29,24.0,63,2
H01,2024-03-22 18:00,23,9.0,110,0
H01,2024-03-22 19:00,8,20.0,53,2
H01,2024-03-22 20:00,45,15.0,65,1
H01,2024-03-22 21:00,40,15.0,99,1
H01,2024-03-22 22:00,38,17.0,44,1
H01,2024-03-22 23:00,53,8.0,72,1
H01,2024-03-23 00:00,30,21.0,104,1
H01,2024-03-23 01:00,35,18.0,44,1
H01,2024-03-23 02:00,52,8.0,47,1
H01,2024-03-23 03:00,36,20.0,83,1
H01,2024-03-23 04:00,33,11.0,106,0
H01,2024-03-23 05:00,46,19.0,21,1
H01,2024-03-23 06:00,44,24.0,59,0
H01,2024-03-23 07:00,24,6.0,28,1
H01,2024-03-23 08:00,43,,76,2
H01,2024-03-23 09:00,41,7.0,59,2
H01,2024-03-23 10:00,43,11.0,29,1
H01,2024-03-23 11:00,5,17.0,91,0
H01,2024-03-23 12:00,40,24.0,99,1
H01,2024-03-23 13:00,27,21.0,49,0
H01,2024-03-23 14:00,56,12.0,58,2
H01,2024-03-23 15:00,37,17.0,112,0
H01,2024-03-23 16:00,6,8.0,35,0
H01,2024-03-23 17:00,43,7.0,28,0
H01,2024-03-23 18:00,11,6.0,57,0
H01,2024-03-23 19:00,37,19.0,94,0
H01,2024-03-23 20:00,7,6.0,51,2
H01,2024-03-23 21:00,37,5.0,104,0
H01,2024-03-23 22:00,13,22.0,67,1
H01,2024-03-23 23:00,53,11.0,102,1
H01,2024-03-24 00:00,38,14.0,29,0
H01,2024-03-24 01:00,8,,96,2
H01,2024-03-24 02:00,54,17.0,87,0
H01,2024-03-24 03:00,43,6.0,85,0
H01,2024-03-24 04:00,22,16.0,40,2
H01,2024-03-24 05:00,27,19.0,95,2
H01,2024-03-24 06:00,57,14.0,62,0
H01,2024-03-24 07:00,27,11.0,59,1
H01,2024-03-24 08:00,10,23.0,84,1
H01,2024-03-24 09:00,21,18.0,64,0
H01,2024-03-24 10:00,57,7.0,86,0
H01,2024-03-24 11:00,11,12.0,96,2
H01,2024-03-24 12:00,22,,118,1
H01,2024-03-24 13:00,59,23.0,29,2
H01,2024-03-24 14:00,43,5.0,111,2
H01,2024-03-24 15:00,59,11.0,110,0
H01,2024-03-24 16:00,33,5.0,109,0
H01,2024-03-24 17:00,56,5.0,59,0
H01,2024-03-24 18:00,9,15.0,112,1
H01,2024-03-24 19:00,49,22.0,80,0
H01,2024-03-24 20:00,52,12.0,114,1
H01,2024-03-24 21:00,16,17.0,98,1
H01,2024-03-24 22:00,39,21.0,30,0
H01,2024-03-24 23:00,22,13.0,104,2
H01,2024-03-25 00:00,38,18.0,93,1
H01,2024-03-25 01:00,38,19.0,93,1
H01,2024-03-25 02:00,19,11.0,60,1
H01,2024-03-25 03:00,39,23.0,71,1
H01,2024-03-25 04:00,25,16.0,49,2
H01,2024-03-25 05:00,15,22.0,95,2
H01,2024-03-25 06:00,19,12.0,76,2
H01,2024-03-25 07:00,11,7.0,26,2
H01,2024-03-25 08:00,48,13.0,33,2
H01,2024-03-25 09:00,37,17.0,77,0
H01,2024-03-25 10:00,38,11.0,29,2
H01,2024-03-25 11:00,28,8.0,50,1
H01,2024-03-25 12:00,17,9.0,81,1
H01,2024-03-25 13:00,11,14.0,103,0
H01,2024-03-25 14:00,51,12.0,115,2
H01,2024-03-25 15:00,18,10.0,46,2
H01,2024-03-25 16:00,17,21.0,111,2
H01,2024-03-25 17:00,47,20.0,31,2
H01,2024-03-25 18:00,10,22.0,106,1
H01,2024-03-25 19:00,55,21.0,59,2
H01,2024-03-25 20:00,45,,35,1
H01,2024-03-25 21:00,52,18.0,64,1
H01,2024-03-25 22:00,49,11.0,97,2
H01,2024-03-25 23:00,28,12.0,43,0
H01,2024-03-26 00:00,15,23.0,110,0
H01,2024-03-26 01:00,45,18.0,44,0
H01,2024-03-26 02:00,11,23.0,100,2
H01,2024-03-26 03:00,12,18.0,47,1
H01,2024-03-26 04:00,37,24.0,55,2
H01,2024-03-26 05:00,58,14.0,28,2
H01,2024-03-26 06:00,52,24.0,37,2
H01,2024-03-26 07:00,5,5.0,107,1
H01,2024-03-26 08:00,30,6.0,97,0
H01,2024-03-26 09:00,27,5.0,119,2
H01,2024-03-26 10:00,58,10.0,34,0
H01,2024-03-26 11:00,43,6.0,106,0
H01,2024-03-26 12:00,32,23.0,45,0
H01,2024-03-26 13:00,33,23.0,85,0
H01,2024-03-26 14:00,41,21.0,93,1
H01,2024-03-26 15:00,46,8.0,30,1
H01,2024-03-26 16:00,39,15.0,78,1
H01,2024-03-26 17:00,50,11.0,92,2
H01,2024-03-26 18:00,17,9.0,84,2
H01,2024-03-26 19:00,15,8.0,66,0
H01,2024-03-26 20:00,7,13.0,38,1
H01,2024-03-26 21:00,34,7.0,69,0
H01,2024-03-26 22:00,20,24.0,52,2
H01,2024-03-26 23:00,6,8.0,102,1
H01,2024-03-27 00:00,44,11.0,63,0
H01,2024-03-27 01:00,30,10.0,60,0
H01,2024-03-27 02:00,8,19.0,60,2
H01,2024-03-27 03:00,18,18.0,48,2
H01,2024-03-27 04:00,7,15.0,90,1
H01,2024-03-27 05:00,39,17.0,82,1
H01,2024-03-27 06:00,52,10.0,47,2
H01,2024-03-27 07:00,23,23.0,47,0
H01,2024-03-27 08:00,56,,118,0
H01,2024-03-27 09:00,27,24.0,28,0
H01,2024-03-27 10:00,31,13.0,88,2
H01,2024-03-27 11:00,37,9.0,63,0
H01,2024-03-27 12:00,13,15.0,72,0
H01,2024-03-27 13:00,27,11.0,69,2
H01,2024-03-27 14:00,49,9.0,108,0
H01,2024-03-27 15:00,7,9.0,55,0
H01,2024-03-27 16:00,52,15.0,43,2
H01,2024-03-27 17:00,6,23.0,22,0
H01,2024-03-27 18:00,41,13.0,25,2
H01,2024-03-27 19:00,33,11.0,65,2
H01,2024-03-27 20:00,13,16.0,110,1
H01,2024-03-27 21:00,33,6.0,81,0
H01,2024-03-27 22:00,46,14.0,27,2
H01,2024-03-27 23:00,39,15.0,91,2
H01,2024-03-28 00:00,44,12.0,92,1
H01,2024-03-28 01:00,14,11.0,75,0
H01,2024-03-28 02:00,12,23.0,26,1
H01,2024-03-28 03:00,15,18.0,42,0
H01,2024-03-28 04:00,13,10.0,109,1
H01,2024-03-28 05:00,55,,40,2
H01,2024-03-28 06:00,58,8.0,93,0
H01,2024-03-28 07:00,35,21.0,53,2
H01,2024-03-28 08:00,53,13.0,29,1
H01,2024-03-28 09:00,58,21.0,33,2
H01,2024-03-28 10:00,54,12.0,85,2
H01,2024-03-28 11:00,54,18.0,35,1
H01,2024-03-28 12:00,21,23.0,38,1
H01,2024-03-28 13:00,45,21.0,74,0
H01,2024-03-28 14:00,11,11.0,51,2
H01,2024-03-28 15:00,44,10.0,80,2
H01,2024-03-28 16:00,33,7.0,98,2
H01,2024-03-28 17:00,44,5.0,21,1
H01,2024-03-28 18:00,18,24.0,112,2
H01,2024-03-28 19:00,29,21.0,107,0
H01,2024-03-28 20:00,36,15.0,26,1
H01,2024-03-28 21:00,12,13.0,49,2
H01,2024-03-28 22:00,16,15.0,53,2
H01,2024-03-28 23:00,16,8.0,73,2
H01,2024-03-29 00:00,30,13.0,107,2
H01,2024-03-29 01:00,38,21.0,115,1
H01,2024-03-29 02:00,9,9.0,42,2
H01,2024-03-29 03:00,59,12.0,115,2
H01,2024-03-29 04:00,35,19.0,38,0
H01,2024-03-29 05:00,16,11.0,45,1
H01,2024-03-29 06:00,11,12.0,79,0
H01,2024-03-29 07:00,10,20.0,75,2
H01,2024-03-29 08:00,5,8.0,102,1
H01,2024-03-29 09:00,9,21.0,112,1
H01,2024-03-29 10:00,28,7.0,74,1
H01,2024-03-29 11:00,40,21.0,25,2
H01,2024-03-29 12:00,52,13.0,117,0
H01,2024-03-29 13:00,33,18.0,57,1
H01,2024-03-29 14:00,20,20.0,109,0
H01,2024-03-29 15:00,28,22.0,60,1
H01,2024-03-29 16:00,51,12.0,53,0
H01,2024-03-29 17:00,20,5.0,78,1
H01,2024-03-29 18:00,24,11.0,86,0
H01,2024-03-29 19:00,50,,79,1
H01,2024-03-29 20:00,58,20.0,74,2
H01,2024-03-29 21:00,23,21.0,52,1
H01,2024-03-29 22:00,9,19.0,112,2
H01,2024-03-29 23:00,44,24.0,52,0
H01,2024-03-30 00:00,14,24.0,95,2
H01,2024-03-30 01:00,43,10.0,90,1
H01,2024-03-30 02:00,31,15.0,41,2
H01,2024-03-30 03:00,39,19.0,44,0
H01,2024-03-30 04:00,32,14.0,109,1
H01,2024-03-30 05:00,19,16.0,61,2
H01,2024-03-30 06:00,36,24.0,30,2
H01,2024-03-30 07:00,16,6.0,117,0
H01,2024-03-30 08:00,43,16.0,55,1
H01,2024-03-30 09:00,48,10.0,70,2
H01,2024-03-30 10:00,52,9.0,72,2
H01,2024-03-30 11:00,40,14.0,103,0
H01,2024-03-30 12:00,57,13.0,110,2
H01,2024-03-30 13:00,56,7.0,25,0
H01,2024-03-30 14:00,55,12.0,35,2
H01,2024-03-30 15:00,25,14.0,82,0
H01,2024-03-30 16:00,39,8.0,76,1
H01,2024-03-30 17:00,5,7.0,110,0
H01,2024-03-30 18:00,34,15.0,60,0
H01,2024-03-30 19:00,8,10.0,115,1
H01,2024-03-30 20:00,41,13.0,43,2
H01,2024-03-30 21:00,8,6.0,78,2
H01,2024-03-30 22:00,33,21.0,76,1
H01,2024-03-30 23:00,57,22.0,23,1
H01,2024-03-31 00:00,25,15.0,110,2
H02,2024-01-01 00:00,37,16.0,69,0
H02,2024-01-01 01:00,25,22.0,83,2
H02,2024-01-01 02:00,12,5.0,82,1
H02,2024-01-01 03:00,32,13.0,115,1
H02,2024-01-01 04:00,32,23.0,59,2
H02,2024-01-01 05:00,51,12.0,55,2
